station,date,avg_AQI,AQI_category,PM2_5,PM10,SO2,NO2,CO,O3
Aotizhongxin,2013-03-20,101.0,Unhealthy for Sensitive Groups,48.916666666666664,47.791666666666664,12.5,41.541666666666664,920.8333333333334,32.083333333333336
Aotizhongxin,2013-03-21,104.0,Unhealthy for Sensitive Groups,148.95833333333334,161.75,21.666666666666668,85.75,1454.0416666666667,11.875
Aotizhongxin,2013-03-22,150.0,Unhealthy for Sensitive Groups,90.41666666666667,144.58333333333334,26.041666666666668,70.375,979.125,33.916666666666664
Aotizhongxin,2013-03-23,127.0,Unhealthy for Sensitive Groups,52.75,88.66666666666667,29.708333333333332,57.625,1312.4583333333333,28.208333333333332
Aotizhongxin,2013-03-24,102.0,Unhealthy for Sensitive Groups,18.541666666666668,37.625,12.208333333333334,35.5,1300.0,53.596025
Aotizhongxin,2013-03-25,126.0,Unhealthy for Sensitive Groups,102.25,143.33333333333334,52.5,87.25,1266.625,28.09136666666667
Aotizhongxin,2013-03-26,138.0,Unhealthy for Sensitive Groups,187.45833333333334,251.33333333333334,75.08333333333333,106.29166666666667,1741.2708333333333,12.020658333333332
Aotizhongxin,2013-03-27,147.0,Unhealthy for Sensitive Groups,91.625,122.91666666666667,23.5625,42.958333333333336,849.9166666666666,41.62939166666667
Aotizhongxin,2013-03-28,107.0,Unhealthy for Sensitive Groups,28.333333333333332,54.791666666666664,12.666666666666666,39.833333333333336,595.7916666666666,57.916666666666664
Aotizhongxin,2013-03-29,90.0,Moderate,87.875,140.41666666666666,47.166666666666664,88.5,1608.0625,16.918975
Aotizhongxin,2013-03-30,101.0,Unhealthy for Sensitive Groups,79.54166666666667,111.16666666666667,62.083333333333336,68.20833333333333,1666.4583333333333,33.666666666666664
Aotizhongxin,2013-03-31,151.0,Unhealthy,174.25,194.0,14.625,72.66666666666667,1333.0,3.0
Aotizhongxin,2013-04-01,135.0,Unhealthy for Sensitive Groups,94.91666666666667,112.58333333333333,17.125,39.083333333333336,1208.1666666666667,51.041666666666664
Aotizhongxin,2013-04-02,91.0,Moderate,99.58333333333333,140.54166666666666,40.0,68.95833333333333,1316.5416666666667,53.33594166666666
Aotizhongxin,2013-04-03,136.0,Unhealthy for Sensitive Groups,124.16666666666667,204.58333333333334,50.75,87.70833333333333,1454.0416666666667,46.0
Aotizhongxin,2013-04-04,93.0,Moderate,66.66666666666667,110.75,62.125,84.58333333333333,2270.4583333333335,19.083333333333332
Aotizhongxin,2013-04-05,84.0,Moderate,54.666666666666664,49.583333333333336,12.041666666666666,41.083333333333336,1179.0416666666667,37.291666666666664
Aotizhongxin,2013-04-06,89.0,Moderate,11.0,23.083333333333332,7.708333333333333,27.041666666666668,458.3333333333333,58.791666666666664
Aotizhongxin,2013-04-07,85.0,Moderate,79.25,126.83333333333333,41.666666666666664,71.875,1254.0833333333333,32.708333333333336
Aotizhongxin,2013-04-08,129.0,Unhealthy for Sensitive Groups,25.833333333333332,123.83333333333333,7.625,21.375,450.0,67.54166666666667
Aotizhongxin,2013-04-09,97.0,Moderate,11.791666666666666,28.916666666666668,5.708333333333333,14.416666666666666,408.3333333333333,76.45833333333333
Aotizhongxin,2013-04-10,90.0,Moderate,12.75,30.0,6.583333333333333,32.458333333333336,500.0,57.32035833333333
Aotizhongxin,2013-04-11,98.0,Moderate,22.916666666666668,63.708333333333336,10.636866666666666,61.52594166666666,727.0833333333334,39.76418333333333
Aotizhongxin,2013-04-12,118.0,Unhealthy for Sensitive Groups,53.833333333333336,135.04166666666666,23.48183333333333,87.80354583333333,804.1666666666666,26.348533333333336
Aotizhongxin,2013-04-13,137.0,Unhealthy for Sensitive Groups,61.583333333333336,136.79166666666666,27.208333333333332,53.5,754.1666666666666,40.958333333333336
Aotizhongxin,2013-04-14,111.0,Unhealthy for Sensitive Groups,34.875,109.375,13.875,41.5,637.5,58.958333333333336
Aotizhongxin,2013-04-15,98.0,Moderate,74.70833333333333,181.95833333333334,50.541666666666664,74.29166666666667,1399.8333333333333,44.541666666666664
Aotizhongxin,2013-04-16,143.0,Unhealthy for Sensitive Groups,57.041666666666664,161.08333333333334,33.333333333333336,49.458333333333336,979.0833333333334,61.104166666666664
Aotizhongxin,2013-04-17,123.0,Unhealthy for Sensitive Groups,47.958333333333336,90.375,20.875,52.708333333333336,683.3333333333334,57.291666666666664
Aotizhongxin,2013-04-18,105.0,Unhealthy for Sensitive Groups,11.041666666666666,42.416666666666664,4.4285,28.932125,352.0833333333333,66.73370833333333
Aotizhongxin,2013-04-19,105.0,Unhealthy for Sensitive Groups,49.583333333333336,86.95833333333333,20.708333333333332,56.416666666666664,758.3333333333334,36.291666666666664
Aotizhongxin,2013-04-20,116.0,Unhealthy for Sensitive Groups,69.58333333333333,83.625,11.125,55.125,691.6666666666666,45.916666666666664
Aotizhongxin,2013-04-21,145.0,Unhealthy for Sensitive Groups,127.04166666666667,159.625,28.9577,71.17055,995.7916666666666,19.291666666666668
Aotizhongxin,2013-04-22,140.0,Unhealthy for Sensitive Groups,172.70833333333334,183.375,46.61233333333333,66.92082916666666,1168.7083333333333,30.541666666666668
Aotizhongxin,2013-04-23,173.0,Unhealthy,183.83333333333334,191.79166666666666,28.083333333333332,62.25,1195.75,16.0
Aotizhongxin,2013-04-24,130.0,Unhealthy for Sensitive Groups,89.04166666666667,116.79166666666667,14.791666666666666,39.583333333333336,887.4583333333334,36.791666666666664
Aotizhongxin,2013-04-25,105.0,Unhealthy for Sensitive Groups,12.166666666666666,39.083333333333336,5.708333333333333,39.208333333333336,425.0,50.5
Aotizhongxin,2013-04-26,121.0,Unhealthy for Sensitive Groups,65.125,150.04166666666666,36.25,79.25,1041.625,43.4375
Aotizhongxin,2013-04-27,144.0,Unhealthy for Sensitive Groups,64.5,128.5,46.53213333333333,68.89655,947.9166666666666,73.67461666666667
Aotizhongxin,2013-04-28,96.0,Moderate,71.95833333333333,118.91666666666667,55.0,60.291666666666664,1616.4583333333333,74.16666666666667
Aotizhongxin,2013-04-29,115.0,Unhealthy for Sensitive Groups,14.625,61.5,6.916666666666667,24.125,356.25,79.73664166666667
Aotizhongxin,2013-04-30,100.0,Moderate,17.791666666666668,54.458333333333336,7.5,43.5,379.1666666666667,65.04166666666667
Aotizhongxin,2013-05-01,105.0,Unhealthy for Sensitive Groups,35.125,91.25,20.5,47.875,564.5833333333334,69.08333333333333
Aotizhongxin,2013-05-02,131.0,Unhealthy for Sensitive Groups,80.91666666666667,127.375,44.291666666666664,64.08333333333333,999.9166666666666,92.25
Aotizhongxin,2013-05-03,151.0,Unhealthy,85.16666666666667,75.66666666666667,27.375,30.375,670.8333333333334,104.58333333333333
Aotizhongxin,2013-05-04,151.0,Unhealthy,101.95833333333333,121.41666666666667,29.541666666666668,37.208333333333336,637.5,92.54166666666667
Aotizhongxin,2013-05-05,154.0,Unhealthy,197.41666666666666,241.875,47.541666666666664,72.16666666666667,1366.625,78.375
Aotizhongxin,2013-05-06,176.0,Unhealthy,221.375,253.79166666666666,34.833333333333336,50.25,1406.2083333333333,111.06785
Aotizhongxin,2013-05-07,197.0,Unhealthy,178.66666666666666,230.75,51.791666666666664,85.79166666666667,1404.0833333333333,92.375
Aotizhongxin,2013-05-08,142.0,Unhealthy for Sensitive Groups,130.04166666666666,160.08333333333334,73.125,65.04166666666667,1397.8333333333333,75.1459125
Aotizhongxin,2013-05-09,141.0,Unhealthy for Sensitive Groups,52.0,68.16666666666667,21.833333333333332,62.875,497.9166666666667,44.416666666666664
Aotizhongxin,2013-05-10,124.0,Unhealthy for Sensitive Groups,50.958333333333336,98.79166666666667,16.583333333333332,59.5,545.8333333333334,57.083333333333336
Aotizhongxin,2013-05-11,128.0,Unhealthy for Sensitive Groups,43.083333333333336,133.16666666666666,20.666666666666668,71.16666666666667,522.9166666666666,44.12139166666666
Aotizhongxin,2013-05-12,124.0,Unhealthy for Sensitive Groups,36.0,105.70833333333333,22.916666666666668,63.416666666666664,520.8333333333334,57.791666666666664
Aotizhongxin,2013-05-13,108.0,Unhealthy for Sensitive Groups,85.83333333333333,181.91666666666666,69.79166666666667,87.58333333333333,1595.625,69.29166666666667
Aotizhongxin,2013-05-14,137.0,Unhealthy for Sensitive Groups,49.083333333333336,121.0,20.791666666666668,50.458333333333336,687.4166666666666,80.04166666666667
Aotizhongxin,2013-05-15,108.0,Unhealthy for Sensitive Groups,63.208333333333336,161.0,64.79166666666667,65.70833333333333,1383.25,95.95833333333333
Aotizhongxin,2013-05-16,171.0,Unhealthy,133.35416666666666,118.08333333333333,34.416666666666664,61.458333333333336,860.375,88.06925
Aotizhongxin,2013-05-17,140.0,Unhealthy for Sensitive Groups,105.33333333333333,138.91666666666666,33.5,53.333333333333336,1233.125,89.0
Aotizhongxin,2013-05-18,152.0,Unhealthy,119.54166666666667,154.79166666666666,20.833333333333332,52.541666666666664,1104.0416666666667,68.70833333333333
Aotizhongxin,2013-05-19,135.0,Unhealthy for Sensitive Groups,56.208333333333336,172.29166666666666,11.458333333333334,26.333333333333332,512.5,58.430958333333336
Aotizhongxin,2013-05-20,129.0,Unhealthy for Sensitive Groups,38.958333333333336,145.45833333333334,21.0,50.25,399.40353881278537,71.63108333333334
Aotizhongxin,2013-05-21,163.0,Unhealthy,97.08333333333333,238.75,44.708333333333336,78.58333333333333,770.9383561643835,95.09587499999999
Aotizhongxin,2013-05-22,180.0,Unhealthy,59.708333333333336,141.54166666666666,42.666666666666664,76.5,1296.63698630137,83.3952
Aotizhongxin,2013-05-23,98.0,Moderate,62.416666666666664,139.25,36.083333333333336,96.04166666666667,1752.3127853881278,72.01185
Aotizhongxin,2013-05-24,140.0,Unhealthy for Sensitive Groups,103.95833333333333,177.25,20.708333333333332,75.29166666666667,1462.4166666666667,56.625
Aotizhongxin,2013-05-25,121.0,Unhealthy for Sensitive Groups,59.791666666666664,121.20833333333333,31.041666666666668,62.458333333333336,879.1666666666666,87.41666666666667
Aotizhongxin,2013-05-26,97.0,Moderate,97.33333333333333,118.58333333333333,12.0,55.625,1366.4583333333333,19.375
Aotizhongxin,2013-05-27,120.0,Unhealthy for Sensitive Groups,67.29166666666667,83.0,7.166666666666667,53.625,787.5,32.4375
Aotizhongxin,2013-05-28,126.0,Unhealthy for Sensitive Groups,70.41666666666667,87.125,3.375,70.08333333333333,929.125,18.333333333333332
Aotizhongxin,2013-05-29,110.0,Unhealthy for Sensitive Groups,15.125,57.958333333333336,5.375,31.5,275.0,76.66666666666667
Aotizhongxin,2013-05-30,133.0,Unhealthy for Sensitive Groups,55.166666666666664,139.45833333333334,20.75,81.54166666666667,631.25,98.08560833333333
Aotizhongxin,2013-05-31,165.0,Unhealthy,94.70833333333333,158.5,32.25,52.833333333333336,818.75,128.26715833333333
Aotizhongxin,2013-06-01,169.0,Unhealthy,69.95833333333333,123.0,9.25,61.041666666666664,570.8333333333334,78.25
Aotizhongxin,2013-06-02,108.0,Unhealthy for Sensitive Groups,153.70833333333334,183.875,15.375,67.70833333333333,1545.75,72.33333333333333
Aotizhongxin,2013-06-03,192.0,Unhealthy,118.45833333333333,156.20833333333334,14.541666666666666,78.75,1266.5833333333333,111.41666666666667
Aotizhongxin,2013-06-04,129.0,Unhealthy for Sensitive Groups,123.33333333333333,166.83333333333334,13.0,88.58333333333333,1670.6666666666667,59.875
Aotizhongxin,2013-06-05,99.0,Moderate,122.79166666666667,118.0,3.0,55.541666666666664,1537.2916666666667,22.166666666666668
Aotizhongxin,2013-06-06,89.0,Moderate,126.79166666666667,136.95833333333334,3.75,58.541666666666664,2270.375,11.208333333333334
Aotizhongxin,2013-06-07,87.0,Moderate,121.66666666666667,131.54166666666666,5.791666666666667,67.875,2253.7083333333335,5.833333333333333
Aotizhongxin,2013-06-08,93.0,Moderate,169.91666666666666,197.29166666666666,7.458333333333333,81.16666666666667,2528.9166666666665,7.666666666666667
Aotizhongxin,2013-06-09,113.0,Unhealthy for Sensitive Groups,47.875,54.666666666666664,5.726133333333333,65.57535,954.0833333333334,22.120841666666667
Aotizhongxin,2013-06-10,98.0,Moderate,23.458333333333332,36.416666666666664,5.125,70.08333333333333,537.5,42.208333333333336
Aotizhongxin,2013-06-11,125.0,Unhealthy for Sensitive Groups,62.458333333333336,88.95833333333333,5.75,88.25,545.8333333333334,58.916666666666664
Aotizhongxin,2013-06-12,136.0,Unhealthy for Sensitive Groups,60.125,71.70833333333333,13.833333333333334,69.08333333333333,824.9583333333334,106.29166666666667
Aotizhongxin,2013-06-13,146.0,Unhealthy for Sensitive Groups,112.70833333333333,139.375,32.291666666666664,84.58333333333333,1199.7916666666667,129.625
Aotizhongxin,2013-06-14,195.0,Unhealthy,109.95833333333333,160.25,33.875,78.95833333333333,804.1666666666666,154.83333333333334
Aotizhongxin,2013-06-15,160.0,Unhealthy,126.58333333333333,186.75,37.833333333333336,109.0,1345.7083333333333,100.04166666666667
Aotizhongxin,2013-06-16,142.0,Unhealthy for Sensitive Groups,172.83333333333334,184.08333333333334,36.875,91.08333333333333,1808.0833333333333,36.5625
Aotizhongxin,2013-06-17,150.0,Unhealthy for Sensitive Groups,43.583333333333336,57.333333333333336,8.5,56.0,562.4583333333334,86.125
Aotizhongxin,2013-06-18,134.0,Unhealthy for Sensitive Groups,48.125,99.29166666666667,14.416666666666666,90.875,641.6666666666666,79.97916666666667
Aotizhongxin,2013-06-19,147.0,Unhealthy for Sensitive Groups,52.416666666666664,84.66666666666667,18.976033333333334,59.1893,735.2708333333334,114.20627083333333
Aotizhongxin,2013-06-20,133.0,Unhealthy for Sensitive Groups,56.208333333333336,92.875,20.278633333333335,97.48921250000001,364.3880208333333,55.0076625
Aotizhongxin,2013-06-21,138.0,Unhealthy for Sensitive Groups,50.916666666666664,102.08333333333333,13.1376,81.452775,512.7604166666666,75.0012375
Aotizhongxin,2013-06-22,114.0,Unhealthy for Sensitive Groups,50.041666666666664,64.16666666666667,3.6176,62.4881875,750.2604166666666,32.3129625
Aotizhongxin,2013-06-23,129.0,Unhealthy for Sensitive Groups,57.0,62.708333333333336,8.7822,63.42059166666667,987.7604166666666,102.896325
Aotizhongxin,2013-06-24,157.0,Unhealthy,109.625,126.83333333333333,8.6989,60.14434583333334,1225.2604166666667,116.5605
Aotizhongxin,2013-06-25,151.0,Unhealthy,117.95833333333333,112.375,14.55965,60.83723333333333,1462.7604166666667,34.3538125
Aotizhongxin,2013-06-26,151.0,Unhealthy,151.6875,148.54166666666666,11.084850000000001,59.579770833333335,1700.2604166666667,102.12282499999999
Aotizhongxin,2013-06-27,116.0,Unhealthy for Sensitive Groups,84.54166666666667,111.0,11.935699999999999,68.81827083333333,1937.7604166666667,110.74809375
Aotizhongxin,2013-06-28,131.0,Unhealthy for Sensitive Groups,318.0,329.4583333333333,32.145983333333334,75.95463333333333,2369.0390625,60.51258958333333
Aotizhongxin,2013-06-29,131.0,Unhealthy for Sensitive Groups,101.83333333333333,106.79166666666667,10.291666666666666,61.333333333333336,1503.9166666666667,40.333333333333336
Aotizhongxin,2013-06-30,111.0,Unhealthy for Sensitive Groups,221.54166666666666,227.45833333333334,18.916666666666668,70.54166666666667,2437.125,29.0
Aotizhongxin,2013-07-01,111.0,Unhealthy for Sensitive Groups,174.91666666666666,146.89583333333334,18.90393333333333,72.6846625,2101.7708333333335,7.224179166666667
Aotizhongxin,2013-07-02,114.0,Unhealthy for Sensitive Groups,13.791666666666666,28.083333333333332,4.708333333333333,43.958333333333336,374.9583333333333,75.29166666666667
Aotizhongxin,2013-07-03,114.0,Unhealthy for Sensitive Groups,26.916666666666668,80.5,8.416666666666666,72.29166666666667,504.1666666666667,61.666666666666664
Aotizhongxin,2013-07-04,124.0,Unhealthy for Sensitive Groups,21.666666666666668,64.45833333333333,6.666666666666667,57.291666666666664,400.0,68.25
Aotizhongxin,2013-07-05,113.0,Unhealthy for Sensitive Groups,19.791666666666668,47.625,5.416666666666667,45.916666666666664,350.0,85.70833333333333
Aotizhongxin,2013-07-06,139.0,Unhealthy for Sensitive Groups,57.125,134.66666666666666,13.708333333333334,59.208333333333336,766.6666666666666,124.54166666666667
Aotizhongxin,2013-07-07,146.0,Unhealthy for Sensitive Groups,88.29166666666667,110.0,9.0,42.166666666666664,722.875,128.66666666666666
Aotizhongxin,2013-07-08,158.0,Unhealthy,98.41666666666667,90.20833333333333,6.125,54.833333333333336,804.1666666666666,84.16666666666667
Aotizhongxin,2013-07-09,146.0,Unhealthy for Sensitive Groups,88.41666666666667,74.72916666666667,6.541666666666667,60.875,820.8333333333334,26.125
Aotizhongxin,2013-07-10,101.0,Unhealthy for Sensitive Groups,31.25,42.333333333333336,3.7083333333333335,53.833333333333336,535.4166666666666,18.291666666666668
Aotizhongxin,2013-07-11,97.0,Moderate,34.416666666666664,53.25,4.2436,57.924,573.5294117647059,29.004583333333333
Aotizhongxin,2013-07-12,131.0,Unhealthy for Sensitive Groups,68.33333333333333,84.125,6.130300000000001,55.201375000000006,713.9705882352941,100.0110375
Aotizhongxin,2013-07-13,156.0,Unhealthy,129.45833333333334,115.875,9.333333333333334,47.791666666666664,1095.8333333333333,107.54166666666667
Aotizhongxin,2013-07-14,146.0,Unhealthy for Sensitive Groups,100.70833333333333,98.54166666666667,16.041666666666668,46.875,945.8333333333334,85.95833333333333
Aotizhongxin,2013-07-15,85.0,Moderate,48.25,32.25,3.7083333333333335,52.583333333333336,1191.6666666666667,7.0
Aotizhongxin,2013-07-16,97.0,Moderate,23.041666666666668,31.958333333333332,4.666666666666667,41.375,477.0833333333333,52.25
Aotizhongxin,2013-07-17,120.0,Unhealthy for Sensitive Groups,41.541666666666664,82.66666666666667,12.958333333333334,59.916666666666664,600.0,84.45833333333333
Aotizhongxin,2013-07-18,119.0,Unhealthy for Sensitive Groups,145.66666666666666,131.33333333333334,16.5,53.583333333333336,1429.1666666666667,75.875
Aotizhongxin,2013-07-19,176.0,Unhealthy,130.20833333333334,123.45833333333333,10.375,49.791666666666664,812.5,95.79166666666667
Aotizhongxin,2013-07-20,163.0,Unhealthy,79.66666666666667,98.04166666666667,6.75,49.583333333333336,704.1666666666666,85.58333333333333
Aotizhongxin,2013-07-21,145.0,Unhealthy for Sensitive Groups,76.375,106.5,8.708333333333334,57.791666666666664,766.6666666666666,83.70833333333333
Aotizhongxin,2013-07-22,151.0,Unhealthy,85.5,125.70833333333333,16.0227,62.20679583333333,1066.6666666666667,89.58749999999999
Aotizhongxin,2013-07-23,139.0,Unhealthy for Sensitive Groups,40.916666666666664,73.5,8.5,35.583333333333336,439.5833333333333,102.55009166666667
Aotizhongxin,2013-07-24,115.0,Unhealthy for Sensitive Groups,35.916666666666664,65.29166666666667,9.333333333333334,50.0,437.5,58.041666666666664
Aotizhongxin,2013-07-25,106.0,Unhealthy for Sensitive Groups,31.041666666666668,81.04166666666667,12.0,49.375,589.5833333333334,89.85229166666666
Aotizhongxin,2013-07-26,70.0,Moderate,51.25,79.58333333333333,27.875,65.08333333333333,1520.8333333333333,13.0
Aotizhongxin,2013-07-27,125.0,Unhealthy for Sensitive Groups,105.83333333333333,87.16666666666667,5.666666666666667,67.66666666666667,1291.6666666666667,14.458333333333334
Aotizhongxin,2013-07-28,119.0,Unhealthy for Sensitive Groups,69.91666666666667,58.208333333333336,6.666666666666667,53.645833333333336,1143.75,70.375
Aotizhongxin,2013-07-29,127.0,Unhealthy for Sensitive Groups,58.916666666666664,98.41666666666667,5.375,81.58333333333333,825.0,48.125
Aotizhongxin,2013-07-30,165.0,Unhealthy,114.91666666666667,131.33333333333334,7.458333333333333,60.25,929.1666666666666,117.16666666666667
Aotizhongxin,2013-07-31,151.0,Unhealthy,43.791666666666664,65.66666666666667,6.333333333333333,47.395833333333336,502.0833333333333,111.625
Aotizhongxin,2013-08-01,112.0,Unhealthy for Sensitive Groups,43.458333333333336,37.666666666666664,3.4106666666666663,63.27016666666666,622.9166666666666,43.18396666666666
Aotizhongxin,2013-08-02,132.0,Unhealthy for Sensitive Groups,69.58333333333333,74.29166666666667,7.166666666666667,59.041666666666664,825.0,74.58333333333333
Aotizhongxin,2013-08-03,123.0,Unhealthy for Sensitive Groups,26.291666666666668,52.083333333333336,4.112533333333333,44.0076125,340.1515151515152,89.66669999999999
Aotizhongxin,2013-08-04,140.0,Unhealthy for Sensitive Groups,77.875,93.25,6.392433333333333,41.3105,643.1818181818181,113.5441875
Aotizhongxin,2013-08-05,133.0,Unhealthy for Sensitive Groups,45.125,48.208333333333336,3.5058000000000002,48.402095833333334,460.4166666666667,130.071125
Aotizhongxin,2013-08-06,155.0,Unhealthy,133.625,171.875,4.660266666666667,62.23908125,848.6111111111112,100.29685833333333
Aotizhongxin,2013-08-07,142.0,Unhealthy for Sensitive Groups,33.708333333333336,29.25,5.071166666666667,41.8726,530.5555555555555,55.80805
Aotizhongxin,2013-08-08,110.0,Unhealthy for Sensitive Groups,28.083333333333332,63.125,6.886433333333333,58.331199999999995,560.4166666666666,79.1441125
Aotizhongxin,2013-08-09,128.0,Unhealthy for Sensitive Groups,34.875,78.5,9.671183333333333,54.49050416666666,503.40909090909093,105.78784166666667
Aotizhongxin,2013-08-10,156.0,Unhealthy,92.33333333333333,146.375,10.213766666666666,53.83175833333333,950.7575757575756,137.178575
Aotizhongxin,2013-08-11,137.0,Unhealthy for Sensitive Groups,147.29166666666666,145.79166666666666,4.214166666666666,50.752829166666665,1246.875,59.826899999999995
Aotizhongxin,2013-08-12,133.0,Unhealthy for Sensitive Groups,49.0,41.583333333333336,2.9522,40.160572916666666,434.375,70.905425
Aotizhongxin,2013-08-13,135.0,Unhealthy for Sensitive Groups,87.16666666666667,92.58333333333333,8.25,54.041666666666664,820.8333333333334,92.20833333333333
Aotizhongxin,2013-08-14,151.0,Unhealthy,67.45833333333333,91.91666666666667,6.333333333333333,74.95833333333333,708.3333333333334,96.33333333333333
Aotizhongxin,2013-08-15,139.0,Unhealthy for Sensitive Groups,121.33333333333333,138.79166666666666,8.583333333333334,61.375,1039.5833333333333,90.14583333333333
Aotizhongxin,2013-08-16,147.0,Unhealthy for Sensitive Groups,126.5,152.875,8.166666666666666,66.75,1325.0,39.916666666666664
Aotizhongxin,2013-08-17,140.0,Unhealthy for Sensitive Groups,43.541666666666664,67.29166666666667,11.791666666666666,47.833333333333336,558.3333333333334,51.583333333333336
Aotizhongxin,2013-08-18,102.0,Unhealthy for Sensitive Groups,12.625,34.375,5.666666666666667,39.166666666666664,427.0833333333333,74.25
Aotizhongxin,2013-08-19,109.0,Unhealthy for Sensitive Groups,20.583333333333332,50.375,5.833333333333333,60.25,506.25,64.936425
Aotizhongxin,2013-08-20,114.0,Unhealthy for Sensitive Groups,92.875,145.83333333333334,14.166666666666666,68.25,1220.8333333333333,87.54166666666667
Aotizhongxin,2013-08-21,157.0,Unhealthy,106.83333333333333,88.08333333333333,8.5,54.833333333333336,1018.75,59.541666666666664
Aotizhongxin,2013-08-22,150.0,Unhealthy for Sensitive Groups,116.85416666666667,148.875,5.375,102.83333333333333,1168.75,16.71405
Aotizhongxin,2013-08-23,151.0,Unhealthy,57.541666666666664,85.41666666666667,6.541666666666667,69.375,850.0,42.25
Aotizhongxin,2013-08-24,118.0,Unhealthy for Sensitive Groups,33.5,82.29166666666667,7.0,72.95833333333333,664.5833333333334,56.0
Aotizhongxin,2013-08-25,135.0,Unhealthy for Sensitive Groups,36.583333333333336,90.25,8.166666666666666,67.33333333333333,591.6666666666666,99.83333333333333
Aotizhongxin,2013-08-26,121.0,Unhealthy for Sensitive Groups,52.125,105.79166666666667,12.083333333333334,64.125,795.8333333333334,92.04166666666667
Aotizhongxin,2013-08-27,77.0,Moderate,59.875,85.29166666666667,11.625,65.20833333333333,1314.5833333333333,26.916666666666668
Aotizhongxin,2013-08-28,65.0,Moderate,61.458333333333336,55.708333333333336,6.0,54.83552631578947,1808.3333333333333,18.875
Aotizhongxin,2013-08-29,77.0,Moderate,28.041666666666668,48.583333333333336,3.75,29.37280701754386,650.0,31.625
Aotizhongxin,2013-08-30,82.0,Moderate,8.625,24.541666666666668,2.25,31.791666666666668,266.6666666666667,37.916666666666664
Aotizhongxin,2013-08-31,93.0,Moderate,16.208333333333332,47.25,6.125,43.708333333333336,383.3333333333333,36.125
Aotizhongxin,2013-09-01,113.0,Unhealthy for Sensitive Groups,42.166666666666664,91.0,10.541666666666666,50.458333333333336,858.3333333333334,72.54166666666667
Aotizhongxin,2013-09-02,124.0,Unhealthy for Sensitive Groups,47.833333333333336,75.625,11.166666666666666,51.416666666666664,812.5,79.375
Aotizhongxin,2013-09-03,149.0,Unhealthy for Sensitive Groups,94.5,132.20833333333334,11.0,55.791666666666664,1033.3333333333333,84.54166666666667
Aotizhongxin,2013-09-04,138.0,Unhealthy for Sensitive Groups,69.95833333333333,65.83333333333333,5.0,52.5,916.6666666666666,47.666666666666664
Aotizhongxin,2013-09-05,100.0,Moderate,20.0,24.479166666666668,5.625,37.791666666666664,487.5,51.0
Aotizhongxin,2013-09-06,96.0,Moderate,64.375,67.83333333333333,14.416666666666666,53.416666666666664,1350.0,51.5
